userid,checkin_time,checkout_time,sp_lat,sp_lon,stay_duration,sp_week_day,cluster_label,cluster_lat,cluster_lon
20,2019-07-09 08:45:48,2019-07-10 08:02:38,22.568933,113.894755,0 days 23:16:50,2,0,22.56868187804879,113.8951422764228
20,2019-07-10 08:25:21,2019-07-11 08:15:20,22.568932,113.89503,0 days 23:49:59,3,0,22.56868187804879,113.8951422764228
20,2019-07-11 08:36:48,2019-07-11 09:14:07,22.584057,113.876642,0 days 00:37:19,3,-1,22.584057,113.876642
20,2019-07-11 09:31:37,2019-07-11 14:47:32,22.570835,113.863827,0 days 05:15:55,3,1,22.570867200000006,113.8639100727273
20,2019-07-11 14:58:13,2019-07-15 08:39:28,22.5681,113.864142,3 days 17:41:15,0,-1,22.5681,113.864142
20,2019-07-15 09:17:21,2019-07-15 15:25:06,22.566823,113.895638,0 days 06:07:45,0,0,22.56868187804879,113.8951422764228
20,2019-07-15 16:13:07,2019-07-15 16:48:35,22.541877,113.948557,0 days 00:35:28,0,-1,22.541877,113.948557
20,2019-07-15 17:05:49,2019-07-15 17:45:25,22.566758,113.89576,0 days 00:39:36,0,0,22.56868187804879,113.8951422764228
20,2019-07-15 17:55:11,2019-07-15 19:59:59,22.559765,113.894332,0 days 02:04:48,0,3,22.559742999999997,113.89426175
20,2019-07-15 20:27:02,2019-07-16 09:38:57,22.567505,113.855658,0 days 13:11:55,1,11,22.567278555555554,113.85592366666667
20,2019-07-16 10:00:26,2019-07-16 18:58:54,22.56899,113.89518,0 days 08:58:28,1,0,22.56868187804879,113.8951422764228
20,2019-07-16 19:42:01,2019-07-17 09:27:30,22.567863,113.855152,0 days 13:45:29,2,11,22.567278555555554,113.85592366666667
20,2019-07-17 09:44:28,2019-07-18 09:42:39,22.569003,113.895063,0 days 23:58:11,3,0,22.56868187804879,113.8951422764228
20,2019-07-18 11:01:40,2019-07-19 07:51:13,22.77231,113.831843,0 days 20:49:33,4,-1,22.77231,113.831843
20,2019-07-19 08:01:47,2019-07-20 09:36:52,22.595582,113.846357,1 days 01:35:05,5,-1,22.595582,113.846357
20,2019-07-20 09:53:18,2019-07-21 09:31:15,22.568752,113.895248,0 days 23:37:57,6,0,22.56868187804879,113.8951422764228
20,2019-07-21 09:46:17,2019-07-22 08:23:00,22.56899,113.895,0 days 22:36:43,0,0,22.56868187804879,113.8951422764228
20,2019-07-22 08:38:39,2019-07-23 13:08:54,22.56893,113.895035,1 days 04:30:15,1,0,22.56868187804879,113.8951422764228
20,2019-07-23 13:18:21,2019-07-23 13:53:13,22.554983,113.9447,0 days 00:34:52,1,-1,22.554983,113.9447
20,2019-07-23 14:13:11,2019-07-24 06:53:32,22.56904,113.894982,0 days 16:40:21,2,0,22.56868187804879,113.8951422764228
20,2019-07-24 07:01:04,2019-07-28 07:04:33,22.568153,113.879037,4 days 00:03:29,6,-1,22.568153,113.879037
20,2019-07-28 08:39:37,2019-07-28 15:01:31,22.665237,114.412595,0 days 06:21:54,6,-1,22.665237,114.412595
20,2019-07-28 15:19:48,2019-07-29 09:39:09,22.634815,114.41323,0 days 18:19:21,0,-1,22.634815,114.41323
20,2019-07-29 09:54:10,2019-07-30 09:41:31,22.568888,113.895065,0 days 23:47:21,1,0,22.56868187804879,113.8951422764228
20,2019-07-30 10:00:39,2019-07-31 14:21:59,22.568987,113.895073,1 days 04:21:20,2,0,22.56868187804879,113.8951422764228
20,2019-07-31 15:15:15,2019-08-02 08:53:23,22.545518,114.080438,1 days 17:38:08,4,-1,22.545518,114.080438
20,2019-08-02 08:59:59,2019-08-02 09:42:57,22.566993,113.856195,0 days 00:42:58,4,11,22.567278555555554,113.85592366666667
20,2019-08-02 09:55:49,2019-08-02 10:16:57,22.587738,113.865048,0 days 00:21:08,4,-1,22.587738,113.865048
20,2019-08-02 10:34:46,2019-08-02 12:36:52,22.567015,113.85618999999998,0 days 02:02:06,4,11,22.567278555555554,113.85592366666667
20,2019-08-02 13:27:00,2019-08-03 16:17:43,22.702508,114.034727,1 days 02:50:43,5,-1,22.702508,114.034727
20,2019-08-03 16:46:45,2019-08-03 17:42:53,22.637367,114.054953,0 days 00:56:08,5,-1,22.637367,114.054953
20,2019-08-03 18:37:46,2019-08-03 19:39:40,22.542367,114.094932,0 days 01:01:54,5,-1,22.542367,114.094932
20,2019-08-03 20:32:46,2019-08-05 08:17:55,22.56704,113.856448,1 days 11:45:09,0,11,22.567278555555554,113.85592366666667
20,2019-08-05 08:36:40,2019-08-08 10:29:58,22.56683,113.895677,3 days 01:53:18,3,0,22.56868187804879,113.8951422764228
20,2019-08-08 10:39:37,2019-08-08 11:37:39,22.569042,113.895103,0 days 00:58:02,3,0,22.56868187804879,113.8951422764228
20,2019-08-08 12:06:06,2019-08-08 15:34:35,22.570757,113.863722,0 days 03:28:29,3,1,22.570867200000006,113.8639100727273
20,2019-08-08 15:41:15,2019-08-08 17:55:55,22.567257,113.855913,0 days 02:14:40,3,11,22.567278555555554,113.85592366666667
20,2019-08-08 18:11:36,2019-08-09 08:25:04,22.571063,113.859377,0 days 14:13:28,4,-1,22.571063,113.859377
20,2019-08-09 08:44:56,2019-08-09 16:43:32,22.568772,113.895188,0 days 07:58:36,4,0,22.56868187804879,113.8951422764228
20,2019-08-09 16:52:55,2019-08-09 17:15:21,22.567337,113.886677,0 days 00:22:26,4,-1,22.567337,113.886677
20,2019-08-09 17:24:16,2019-08-09 19:15:46,22.559683,113.894255,0 days 01:51:30,4,3,22.559742999999997,113.89426175
20,2019-08-09 19:51:38,2019-08-10 09:28:36,22.566847,113.856447,0 days 13:36:58,5,11,22.567278555555554,113.85592366666667
20,2019-08-10 10:19:03,2019-08-10 11:16:28,22.568483,113.895295,0 days 00:57:25,5,0,22.56868187804879,113.8951422764228
20,2019-08-10 11:24:57,2019-08-10 18:15:23,22.568862,113.895167,0 days 06:50:26,5,0,22.56868187804879,113.8951422764228
20,2019-08-10 18:33:01,2019-08-12 08:10:22,22.554387,113.883638,1 days 13:37:21,0,6,22.554392333333336,113.88368200000001
20,2019-08-12 08:42:22,2019-08-13 08:40:54,22.56891700000001,113.895137,0 days 23:58:32,1,0,22.56868187804879,113.8951422764228
20,2019-08-13 09:00:56,2019-08-13 16:38:13,22.569033,113.895063,0 days 07:37:17,1,0,22.56868187804879,113.8951422764228
20,2019-08-13 17:45:48,2019-08-14 09:31:27,22.652322,114.015188,0 days 15:45:39,2,-1,22.652322,114.015188
20,2019-08-14 09:49:06,2019-08-16 08:15:27,22.569213,113.89488500000002,1 days 22:26:21,4,0,22.56868187804879,113.8951422764228
20,2019-08-16 08:53:08,2019-08-16 09:25:53,22.644803,113.855493,0 days 00:32:45,4,2,22.64446116666667,113.85613316666667
20,2019-08-16 10:20:58,2019-08-16 17:51:25,22.566667,113.895695,0 days 07:30:27,4,0,22.56868187804879,113.8951422764228
20,2019-08-16 18:01:52,2019-08-19 07:34:06,22.57344,113.876868,2 days 13:32:14,0,-1,22.57344,113.876868
20,2019-08-19 07:48:06,2019-08-20 09:28:47,22.569072,113.894945,1 days 01:40:41,1,0,22.56868187804879,113.8951422764228
20,2019-08-20 09:45:15,2019-08-21 09:25:23,22.569058,113.895085,0 days 23:40:08,2,0,22.56868187804879,113.8951422764228
20,2019-08-21 09:58:28,2019-08-21 11:38:39,22.568805,113.895252,0 days 01:40:11,2,0,22.56868187804879,113.8951422764228
20,2019-08-21 12:07:51,2019-08-21 13:59:23,22.611705,114.019472,0 days 01:51:32,2,-1,22.611705,114.019472
20,2019-08-21 14:35:39,2019-08-21 15:46:26,22.564792,113.903272,0 days 01:10:47,2,7,22.56458275,113.90282049999999
20,2019-08-21 16:08:21,2019-08-23 13:46:11,22.570982,113.863875,1 days 21:37:50,4,1,22.570867200000006,113.8639100727273
20,2019-08-23 13:55:18,2019-08-28 16:43:32,22.562492,113.863755,5 days 02:48:14,2,-1,22.562492,113.863755
20,2019-08-28 16:52:04,2019-08-29 07:49:50,22.57084200000001,113.864155,0 days 14:57:46,3,1,22.570867200000006,113.8639100727273
20,2019-08-29 08:13:27,2019-08-29 12:21:07,22.564465,113.910215,0 days 04:07:40,3,-1,22.564465,113.910215
20,2019-08-29 12:33:44,2019-08-29 14:03:31,22.565323,113.903562,0 days 01:29:47,3,7,22.56458275,113.90282049999999
20,2019-08-29 14:22:25,2019-09-02 12:51:54,22.564517,113.908992,3 days 22:29:29,0,-1,22.564517,113.908992
20,2019-09-02 13:18:28,2019-09-02 14:40:23,22.643423,113.85546200000002,0 days 01:21:55,0,2,22.64446116666667,113.85613316666667
20,2019-09-02 15:47:21,2019-09-02 17:59:38,22.544455,113.910767,0 days 02:12:17,0,-1,22.544455,113.910767
20,2019-09-02 18:59:43,2019-09-02 20:26:28,22.570892,113.864005,0 days 01:26:45,0,1,22.570867200000006,113.8639100727273
20,2019-09-02 20:49:58,2019-09-06 08:08:38,22.645008,113.85731,3 days 11:18:40,4,2,22.64446116666667,113.85613316666667
20,2019-09-06 08:37:17,2019-09-06 18:40:59,22.568892,113.89521299999998,0 days 10:03:42,4,0,22.56868187804879,113.8951422764228
20,2019-09-06 18:54:37,2019-09-07 10:14:56,22.61968,113.854445,0 days 15:20:19,5,5,22.619715499999998,113.85443625
20,2019-09-07 10:36:08,2019-09-09 08:27:52,22.566573,113.89572,1 days 21:51:44,0,0,22.56868187804879,113.8951422764228
20,2019-09-09 08:58:25,2019-09-09 09:31:09,22.590002,113.870833,0 days 00:32:44,0,-1,22.590002,113.870833
20,2019-09-09 09:53:16,2019-09-10 19:26:37,22.570713,113.86372,1 days 09:33:21,1,1,22.570867200000006,113.8639100727273
20,2019-09-10 19:57:44,2019-09-12 08:38:36,22.57748,113.937548,1 days 12:40:52,3,-1,22.57748,113.937548
20,2019-09-12 08:47:07,2019-09-12 11:46:42,22.56714,113.871195,0 days 02:59:35,3,-1,22.56714,113.871195
20,2019-09-12 12:11:02,2019-09-12 12:51:43,22.564557,113.902918,0 days 00:40:41,3,7,22.56458275,113.90282049999999
20,2019-09-12 12:59:51,2019-09-13 07:56:49,22.569085,113.894925,0 days 18:56:58,4,0,22.56868187804879,113.8951422764228
20,2019-09-13 09:09:14,2019-09-14 08:22:31,22.601442,114.295652,0 days 23:13:17,5,-1,22.601442,114.295652
20,2019-09-14 09:00:22,2019-09-14 16:28:07,22.564613,113.849648,0 days 07:27:45,5,-1,22.564613,113.849648
20,2019-09-14 16:37:13,2019-09-21 09:39:18,22.568943,113.869495,6 days 17:02:05,5,9,22.5690272,113.86913440000001
20,2019-09-21 10:02:14,2019-09-21 10:25:10,22.574418,113.843793,0 days 00:22:56,5,12,22.574888666666666,113.84426766666667
20,2019-09-21 10:39:07,2019-09-21 12:33:01,22.603758,113.833442,0 days 01:53:54,5,-1,22.603758,113.833442
20,2019-09-21 13:00:26,2019-09-21 14:53:57,22.570803,113.86387,0 days 01:53:31,5,1,22.570867200000006,113.8639100727273
20,2019-09-21 15:18:51,2019-09-21 17:26:58,22.568865,113.895157,0 days 02:08:07,5,0,22.56868187804879,113.8951422764228
20,2019-09-21 18:08:01,2019-09-22 09:29:27,22.536827,113.917042,0 days 15:21:26,6,-1,22.536827,113.917042
20,2019-09-22 09:36:45,2019-09-22 12:31:05,22.564833,113.849428,0 days 02:54:20,6,-1,22.564833,113.849428
20,2019-09-22 12:37:59,2019-09-22 13:43:21,22.571017,113.864022,0 days 01:05:22,6,1,22.570867200000006,113.8639100727273
20,2019-09-22 15:08:18,2019-09-23 08:21:19,22.555828,114.233488,0 days 17:13:01,0,-1,22.555828,114.233488
20,2019-09-23 08:41:47,2019-09-24 08:20:29,22.568803,113.895178,0 days 23:38:42,1,0,22.56868187804879,113.8951422764228
20,2019-09-24 08:40:30,2019-09-24 17:45:19,22.56891,113.895157,0 days 09:04:49,1,0,22.56868187804879,113.8951422764228
20,2019-09-24 17:53:51,2019-09-25 08:16:17,22.562995,113.902018,0 days 14:22:26,2,7,22.56458275,113.90282049999999
20,2019-09-25 08:38:21,2019-09-25 17:04:51,22.568765,113.895178,0 days 08:26:30,2,0,22.56868187804879,113.8951422764228
20,2019-09-25 17:20:49,2019-09-28 09:24:20,22.569292,113.869125,2 days 16:03:31,5,9,22.5690272,113.86913440000001
20,2019-09-28 09:43:59,2019-09-28 13:27:21,22.568985,113.895003,0 days 03:43:22,5,0,22.56868187804879,113.8951422764228
20,2019-09-28 14:04:16,2019-09-28 17:53:41,22.623637,114.028803,0 days 03:49:25,5,-1,22.623637,114.028803
20,2019-09-28 18:52:26,2019-09-30 09:40:43,22.554422,113.88373,1 days 14:48:17,0,6,22.554392333333336,113.88368200000001
20,2019-09-30 09:53:06,2019-09-30 17:53:05,22.569022,113.894945,0 days 07:59:59,0,0,22.56868187804879,113.8951422764228
20,2019-09-30 18:00:20,2019-10-02 07:35:22,22.566657,113.895657,1 days 13:35:02,2,0,22.56868187804879,113.8951422764228
20,2019-10-02 08:31:43,2019-10-02 10:25:29,22.67569,114.21984,0 days 01:53:46,2,-1,22.67569,114.21984
20,2019-10-02 10:39:20,2019-10-02 15:43:38,22.64485,114.233495,0 days 05:04:18,2,-1,22.64485,114.233495
20,2019-10-02 16:04:56,2019-10-03 09:37:41,22.67554,114.22001000000002,0 days 17:32:45,3,-1,22.67554,114.22001000000002
20,2019-10-03 10:28:34,2019-10-03 11:52:39,22.731213,114.230568,0 days 01:24:05,3,-1,22.731213,114.230568
20,2019-10-03 12:15:44,2019-10-03 13:53:29,22.731998,114.268823,0 days 01:37:45,3,-1,22.731998,114.268823
20,2019-10-03 15:01:52,2019-10-05 08:51:18,22.56848,113.869422,1 days 17:49:26,5,9,22.5690272,113.86913440000001
20,2019-10-05 09:07:31,2019-10-05 12:30:29,22.56894,113.895048,0 days 03:22:58,5,0,22.56868187804879,113.8951422764228
20,2019-10-05 12:42:49,2019-10-08 08:54:40,22.570932,113.863882,2 days 20:11:51,1,1,22.570867200000006,113.8639100727273
20,2019-10-08 09:11:56,2019-10-09 08:32:02,22.569112,113.894952,0 days 23:20:06,2,0,22.56868187804879,113.8951422764228
20,2019-10-09 08:49:41,2019-10-10 08:27:52,22.568803,113.895153,0 days 23:38:11,3,0,22.56868187804879,113.8951422764228
20,2019-10-10 08:47:24,2019-10-10 19:57:43,22.568872,113.895025,0 days 11:10:19,3,0,22.56868187804879,113.8951422764228
20,2019-10-10 20:11:06,2019-10-11 19:37:23,22.57815,113.88246,0 days 23:26:17,4,-1,22.57815,113.88246
20,2019-10-11 19:55:00,2019-10-13 12:27:02,22.643968,113.855217,1 days 16:32:02,6,2,22.64446116666667,113.85613316666667
20,2019-10-13 12:42:24,2019-10-14 10:46:09,22.625593,113.857765,0 days 22:03:45,0,-1,22.625593,113.857765
20,2019-10-14 10:55:13,2019-10-14 12:21:37,22.56698,113.85622,0 days 01:26:24,0,11,22.567278555555554,113.85592366666667
20,2019-10-14 12:37:20,2019-10-15 10:42:36,22.568952,113.895045,0 days 22:05:16,1,0,22.56868187804879,113.8951422764228
20,2019-10-15 11:05:55,2019-10-15 11:58:27,22.644567,113.855085,0 days 00:52:32,1,2,22.64446116666667,113.85613316666667
20,2019-10-15 12:20:07,2019-10-16 09:31:57,22.566802,113.895705,0 days 21:11:50,2,0,22.56868187804879,113.8951422764228
20,2019-10-16 09:47:58,2019-10-17 08:50:10,22.569008,113.895055,0 days 23:02:12,3,0,22.56868187804879,113.8951422764228
20,2019-10-17 09:19:20,2019-10-17 11:31:55,22.519495000000006,113.92925,0 days 02:12:35,3,-1,22.519495000000006,113.92925
20,2019-10-17 11:58:40,2019-10-18 05:38:14,22.570877,113.86388,0 days 17:39:34,4,1,22.570867200000006,113.8639100727273
20,2019-10-18 05:52:49,2019-10-20 00:28:00,22.57512,113.844432,1 days 18:35:11,6,12,22.574888666666666,113.84426766666667
20,2019-10-20 00:38:19,2019-10-20 06:46:15,22.570915,113.863977,0 days 06:07:56,6,1,22.570867200000006,113.8639100727273
20,2019-10-20 07:25:02,2019-10-21 10:36:48,22.56422,114.179028,1 days 03:11:46,0,-1,22.56422,114.179028
20,2019-10-21 10:53:48,2019-10-22 08:54:19,22.56881,113.895218,0 days 22:00:31,1,0,22.56868187804879,113.8951422764228
20,2019-10-22 09:06:18,2019-10-23 09:55:19,22.578508,113.857183,1 days 00:49:01,2,-1,22.578508,113.857183
20,2019-10-23 10:10:51,2019-10-24 10:57:04,22.56881,113.895192,1 days 00:46:13,3,0,22.56868187804879,113.8951422764228
20,2019-10-24 11:14:07,2019-10-25 09:51:58,22.568473,113.895328,0 days 22:37:51,4,0,22.56868187804879,113.8951422764228
20,2019-10-25 09:59:03,2019-10-27 06:00:06,22.570837,113.846232,1 days 20:01:03,6,-1,22.570837,113.846232
20,2019-10-27 06:13:57,2019-10-30 13:43:19,22.575128,113.844578,3 days 07:29:22,2,12,22.574888666666666,113.84426766666667
20,2019-10-30 14:00:01,2019-10-31 13:38:57,22.566928,113.895578,0 days 23:38:56,3,0,22.56868187804879,113.8951422764228
20,2019-10-31 13:54:43,2019-11-03 12:31:01,22.568373,113.89532,2 days 22:36:18,6,0,22.56868187804879,113.8951422764228
20,2019-11-03 12:52:50,2019-11-03 13:24:00,22.644895,113.857077,0 days 00:31:10,6,2,22.64446116666667,113.85613316666667
20,2019-11-03 13:50:51,2019-11-04 09:44:29,22.570912,113.863943,0 days 19:53:38,0,1,22.570867200000006,113.8639100727273
20,2019-11-04 11:03:27,2019-11-04 12:20:37,22.569292,113.874143,0 days 01:17:10,0,-1,22.569292,113.874143
20,2019-11-04 12:33:27,2019-11-05 09:37:36,22.568438,113.89538799999998,0 days 21:04:09,1,0,22.56868187804879,113.8951422764228
20,2019-11-05 09:56:22,2019-11-06 08:21:08,22.568885,113.894982,0 days 22:24:46,2,0,22.56868187804879,113.8951422764228
20,2019-11-06 09:11:32,2019-11-06 11:54:11,22.553485,114.082163,0 days 02:42:39,2,-1,22.553485,114.082163
20,2019-11-06 12:27:21,2019-11-06 12:48:08,22.516825,113.929875,0 days 00:20:47,2,-1,22.516825,113.929875
20,2019-11-06 13:09:21,2019-11-07 08:24:05,22.568713,113.89529,0 days 19:14:44,3,0,22.56868187804879,113.8951422764228
20,2019-11-07 08:48:49,2019-11-07 20:45:46,22.568938,113.894808,0 days 11:56:57,3,0,22.56868187804879,113.8951422764228
20,2019-11-07 20:51:30,2019-11-08 19:12:15,22.568215,113.898035,0 days 22:20:45,4,-1,22.568215,113.898035
20,2019-11-08 19:40:56,2019-11-11 08:36:29,22.644765,113.857082,2 days 12:55:33,0,2,22.64446116666667,113.85613316666667
20,2019-11-11 08:58:15,2019-11-12 10:04:28,22.568782,113.895223,1 days 01:06:13,1,0,22.56868187804879,113.8951422764228
20,2019-11-12 10:20:16,2019-11-15 08:03:01,22.566848,113.895728,2 days 21:42:45,4,0,22.56868187804879,113.8951422764228
20,2019-11-15 08:27:31,2019-11-15 14:15:41,22.568928,113.895128,0 days 05:48:10,4,0,22.56868187804879,113.8951422764228
20,2019-11-15 14:41:40,2019-11-15 19:22:27,22.570877,113.863863,0 days 04:40:47,4,1,22.570867200000006,113.8639100727273
20,2019-11-15 19:49:01,2019-11-18 09:42:29,22.568007,113.85509,2 days 13:53:28,0,11,22.567278555555554,113.85592366666667
20,2019-11-18 10:48:36,2019-11-18 11:08:40,22.632102,114.02836200000002,0 days 00:20:04,0,10,22.632015666666664,114.028529
20,2019-11-18 11:53:50,2019-11-18 12:38:16,22.49669,113.925123,0 days 00:44:26,0,-1,22.49669,113.925123
20,2019-11-18 12:45:30,2019-11-18 13:26:48,22.490725,113.92508,0 days 00:41:18,0,-1,22.490725,113.92508
20,2019-11-18 14:01:19,2019-11-18 16:22:07,22.568833,113.895222,0 days 02:20:48,0,0,22.56868187804879,113.8951422764228
20,2019-11-18 16:29:07,2019-11-20 09:32:08,22.564663,113.902988,1 days 17:03:01,2,7,22.56458275,113.90282049999999
20,2019-11-20 09:45:38,2019-11-21 08:58:02,22.569067,113.89493,0 days 23:12:24,3,0,22.56868187804879,113.8951422764228
20,2019-11-21 09:31:51,2019-11-21 12:20:20,22.645287,113.855698,0 days 02:48:29,3,2,22.64446116666667,113.85613316666667
20,2019-11-21 12:44:19,2019-11-22 09:59:16,22.56884,113.895133,0 days 21:14:57,4,0,22.56868187804879,113.8951422764228
20,2019-11-22 10:12:32,2019-11-22 11:53:05,22.531292,113.909058,0 days 01:40:33,4,4,22.531471999999997,113.90933166666667
20,2019-11-22 12:16:00,2019-11-22 13:09:22,22.619705,113.854437,0 days 00:53:22,4,5,22.619715499999998,113.85443625
20,2019-11-22 13:24:56,2019-11-23 12:44:49,22.640422,113.856603,0 days 23:19:53,5,-1,22.640422,113.856603
